"REF_DATE","GEO","DGUID","Rates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2012-05","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","0.83","","","t","2"
"2012-06","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","0.83","","","t","2"
"2012-07","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","0.84","","","t","2"
"2012-08","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","0.74","","","t","2"
"2012-09","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","0.86","","","t","2"
"2012-10","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","0.73","","","t","2"
"2012-11","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","0.86","","","t","2"
"2012-12","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","0.74","","","t","2"
"2013-01","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","0.73","","","t","2"
"2013-02","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","0.83","","","t","2"
"2013-03","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","0.84","","","t","2"
"2013-04","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","0.95","","","t","2"
"2013-05","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","0.82","","","t","2"
"2013-06","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","0.93","","","t","2"
"2013-07","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","0.95","","","t","2"
"2013-08","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","0.93","","","t","2"
"2013-09","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","0.94","","","t","2"
"2013-10","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","0.93","","","t","2"
"2013-11","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","0.92","","","t","2"
"2013-12","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","0.92","","","t","2"
"2014-01","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","0.87","","","t","2"
"2014-02","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","0.77","","","t","2"
"2014-03","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","0.88","","","t","2"
"2014-04","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","0.89","","","t","2"
"2014-05","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","0.90","","","t","2"
"2014-06","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","0.91","","","t","2"
"2014-07","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","0.78","","","t","2"
"2014-08","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","0.90","","","t","2"
"2014-09","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","0.99","","","t","2"
"2014-10","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","0.87","","","t","2"
"2014-11","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","0.97","","","t","2"
"2014-12","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","0.84","","","t","2"
"2015-01","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","0.58","","","t","2"
"2015-02","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","0.59","","","t","2"
"2015-03","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","0.49","","","t","2"
"2015-04","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","0.51","","","t","2"
"2015-05","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","0.59","","","t","2"
"2015-06","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","0.59","","","t","2"
"2015-07","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","0.28","","","t","2"
"2015-08","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","0.09","","","t","2"
"2015-09","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","0.18","","","t","2"
"2015-10","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","0.28","","","t","2"
"2015-11","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","0.18","","","t","2"
"2015-12","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","-0.09","","","t","2"
"2016-01","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","0.00","","","t","2"
"2016-02","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","0.00","","","t","2"
"2016-03","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","-0.09","","","t","2"
"2016-04","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","0.00","","","t","2"
"2016-05","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","0.00","","","t","2"
"2016-06","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","-0.09","","","t","2"
"2016-07","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","-0.18","","","t","2"
"2016-08","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","-0.19","","","t","2"
"2016-09","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","-0.28","","","t","2"
"2016-10","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","-0.27","","","t","2"
"2016-11","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","-0.45","","","t","2"
"2016-12","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","-0.72","","","t","2"
"2017-01","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","-0.37","","","t","2"
"2017-02","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","-0.19","","","t","2"
"2017-03","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","-0.64","","","t","2"
"2017-04","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","-0.54","","","t","2"
"2017-05","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2017-06","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2017-07","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2017-08","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2017-09","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2017-10","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2017-11","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2017-12","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2018-01","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2018-02","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2018-03","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2018-04","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2018-05","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2018-06","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2018-07","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2018-08","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2018-09","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2018-10","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2018-11","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2018-12","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2019-01","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2019-02","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2019-03","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2019-04","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2019-05","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2019-06","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2019-07","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2019-08","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2019-09","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2019-10","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2019-11","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2019-12","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2020-01","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2020-02","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2020-03","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2020-04","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2020-05","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2020-06","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2020-07","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2020-08","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2020-09","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2020-10","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2020-11","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2020-12","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2021-01","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2021-02","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2021-03","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2021-04","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2021-05","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2021-06","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2021-07","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2021-08","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2021-09","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2021-10","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2021-11","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2021-12","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2022-01","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2022-02","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2022-03","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2022-04","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2022-05","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2022-06","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2022-07","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2022-08","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2022-09","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2022-10","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2022-11","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2022-12","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2023-01","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2023-02","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2023-03","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2023-04","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2023-05","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2023-06","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2023-07","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2023-08","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2023-09","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2023-10","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2023-11","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2023-12","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 1 month","Percent","239","units","0","v122546","1.5","","..","","t","2"
"2005-01","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","-0.13","","","t","2"
"2005-02","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","-0.26","","","t","2"
"2005-03","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","-0.40","","","t","2"
"2005-04","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","-0.55","","","t","2"
"2005-05","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","-0.67","","","t","2"
"2005-06","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","-0.89","","","t","2"
"2005-07","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","-0.98","","","t","2"
"2005-08","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","-1.02","","","t","2"
"2005-09","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","-1.04","","","t","2"
"2005-10","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","-1.07","","","t","2"
"2005-11","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","-1.04","","","t","2"
"2005-12","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","-1.04","","","t","2"
"2006-01","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","-0.99","","","t","2"
"2006-02","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","-0.95","","","t","2"
"2006-03","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","-1.04","","","t","2"
"2006-04","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","-0.97","","","t","2"
"2006-05","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","-0.96","","","t","2"
"2006-06","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","-1.12","","","t","2"
"2006-07","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","-1.21","","","t","2"
"2006-08","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","-1.10","","","t","2"
"2006-09","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","-1.09","","","t","2"
"2006-10","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","-1.12","","","t","2"
"2006-11","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","-1.10","","","t","2"
"2006-12","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","-1.08","","","t","2"
"2007-01","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","-0.90","","","t","2"
"2007-02","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","-1.07","","","t","2"
"2007-03","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","-1.08","","","t","2"
"2007-04","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","-1.06","","","t","2"
"2007-05","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","-0.98","","","t","2"
"2007-06","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","-0.83","","","t","2"
"2007-07","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","-0.70","","","t","2"
"2007-08","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","-0.65","","","t","2"
"2007-09","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","-0.36","","","t","2"
"2007-10","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","-0.13","","","t","2"
"2007-11","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","-0.16","","","t","2"
"2007-12","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","-0.29","","","t","2"
"2008-01","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","0.78","","","t","2"
"2008-02","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","0.70","","","t","2"
"2008-03","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","0.76","","","t","2"
"2008-04","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","0.28","","","t","2"
"2008-05","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","0.41","","","t","2"
"2008-06","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","0.40","","","t","2"
"2008-07","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","0.40","","","t","2"
"2008-08","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","0.43","","","t","2"
"2008-09","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","-0.55","","","t","2"
"2008-10","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","-0.63","","","t","2"
"2008-11","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","-0.43","","","t","2"
"2008-12","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","0.03","","","t","2"
"2009-01","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","0.13","","","t","2"
"2009-02","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","-0.16","","","t","2"
"2009-03","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","-0.46","","","t","2"
"2009-04","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","-0.30","","","t","2"
"2009-05","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","-0.25","","","t","2"
"2009-06","Canada","2016A000011124","Forward premium or discount (-), United States dollar in Canada: 3 month","Percent","239","units","0","v122505","1.6","-0.21","","","t","2"
