"PÉRIODE DE RÉFÉRENCE";"GÉO";"DGUID";"Type de structure";"Type de travaux";"Désaisonnalisation";"UNITÉ DE MESURE";"IDENTIFICATEUR D'UNITÉ DE MESURE";"FACTEUR SCALAIRE";"IDENTIFICATEUR SCALAIRE";"VECTEUR";"COORDONNÉES";"VALEUR";"STATUS";"SYMBOLE";"TERMINÉ";"DÉCIMALES"
"2017-01";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"12770784729";"";"";"";"0"
"2017-02";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"11540252186";"";"";"";"0"
"2017-03";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"10930595027";"";"";"";"0"
"2017-04";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"11637580037";"";"";"";"0"
"2017-05";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"13449786370";"";"";"";"0"
"2017-06";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"15338878179";"";"";"";"0"
"2017-07";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"16158390203";"";"";"";"0"
"2017-08";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"15308436618";"";"";"";"0"
"2017-09";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"14889349051";"";"";"";"0"
"2017-10";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"14911364988";"";"";"";"0"
"2017-11";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"15244861697";"";"";"";"0"
"2017-12";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"14422799396";"";"";"";"0"
"2018-01";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"13317089653";"";"";"";"0"
"2018-02";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"12293622225";"";"";"";"0"
"2018-03";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"11972843623";"";"";"";"0"
"2018-04";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"12814418018";"";"";"";"0"
"2018-05";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"14133746117";"";"";"";"0"
"2018-06";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"15916198680";"";"";"";"0"
"2018-07";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"16713181797";"";"";"";"0"
"2018-08";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"16849436755";"";"";"";"0"
"2018-09";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"16609334478";"";"";"";"0"
"2018-10";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"15661345253";"";"";"";"0"
"2018-11";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"15263594112";"";"";"";"0"
"2018-12";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"14485620957";"";"";"";"0"
"2019-01";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"13264660719";"";"";"";"0"
"2019-02";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"12169889800";"";"";"";"0"
"2019-03";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"11615476800";"";"";"";"0"
"2019-04";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"12489475517";"";"";"";"0"
"2019-05";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"14379266066";"";"";"";"0"
"2019-06";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"16229399313";"";"";"";"0"
"2019-07";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"17298472518";"";"";"";"0"
"2019-08";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"17579350893";"";"";"";"0"
"2019-09";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"17357339782";"";"";"";"0"
"2019-10";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"16479469836";"";"";"";"0"
"2019-11";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"16328313871";"";"";"";"0"
"2019-12";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"15510721105";"";"";"";"0"
"2020-01";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"14244312695";"";"";"";"0"
"2020-02";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"13597316681";"";"";"";"0"
"2020-03";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"13003191773";"";"";"";"0"
"2020-04";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"10008624502";"";"";"";"0"
"2020-05";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"13111485838";"";"";"";"0"
"2020-06";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"15518678943";"";"";"";"0"
"2020-07";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"17284407123";"";"";"";"0"
"2020-08";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"18406524858";"";"";"";"0"
"2020-09";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"18201384172";"";"";"";"0"
"2020-10";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"17409978004";"";"";"";"0"
"2020-11";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"17432166233";"";"";"";"0"
"2020-12";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"16828352342";"";"";"";"0"
"2021-01";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"16108361881";"";"";"";"0"
"2021-02";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"15159713906";"";"";"";"0"
"2021-03";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"15034073951";"";"";"";"0"
"2021-04";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"16882920295";"";"";"";"0"
"2021-05";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"18911915140";"";"";"";"0"
"2021-06";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"20136887067";"";"";"";"0"
"2021-07";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"21078884094";"";"";"";"0"
"2021-08";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"20832804020";"";"";"";"0"
"2021-09";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"20046409604";"";"";"";"0"
"2021-10";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"19518652779";"";"";"";"0"
"2021-11";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"19419379266";"";"";"";"0"
"2021-12";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"18847827112";"";"";"";"0"
"2022-01";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"18269231797";"";"";"";"0"
"2022-02";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"17021127876";"";"";"";"0"
"2022-03";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"16362078847";"";"";"";"0"
"2022-04";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"17833959384";"";"";"";"0"
"2022-05";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"19753582174";"";"";"";"0"
"2022-06";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"22143263418";"";"";"";"0"
"2022-07";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"24031498003";"";"";"";"0"
"2022-08";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"24019065395";"";"";"";"0"
"2022-09";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"22953635304";"";"";"";"0"
"2022-10";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"21809604941";"";"";"";"0"
"2022-11";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"20706352397";"";"";"";"0"
"2022-12";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"19382999849";"";"";"";"0"
"2023-01";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"18363279966";"";"";"";"0"
"2023-02";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"17206371313";"";"";"";"0"
"2023-03";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"16203365942";"";"";"";"0"
"2023-04";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"17264297721";"";"";"";"0"
"2023-05";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"18479550109";"";"";"";"0"
"2023-06";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"19305194014";"";"";"";"0"
"2023-07";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"19914587719";"";"";"";"0"
"2023-08";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"20206373202";"";"";"";"0"
"2023-09";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"20990198375";"";"";"";"0"
"2023-10";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"20809949068";"";"";"";"0"
"2023-11";"Canada";"2021A000011124";"Résidentiel et non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154855";"1.1.1.1";"20590184583";"";"";"";"0"
"2017-01";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"8756975652";"";"";"";"0"
"2017-02";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"7638928276";"";"";"";"0"
"2017-03";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"7115526220";"";"";"";"0"
"2017-04";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"7812245706";"";"";"";"0"
"2017-05";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"9555158581";"";"";"";"0"
"2017-06";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"11275793463";"";"";"";"0"
"2017-07";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"11852733284";"";"";"";"0"
"2017-08";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"10839777988";"";"";"";"0"
"2017-09";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"10313408226";"";"";"";"0"
"2017-10";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"10301553652";"";"";"";"0"
"2017-11";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"10610192494";"";"";"";"0"
"2017-12";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"9801469221";"";"";"";"0"
"2018-01";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"8807222874";"";"";"";"0"
"2018-02";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"7894983649";"";"";"";"0"
"2018-03";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"7674882911";"";"";"";"0"
"2018-04";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"8550146513";"";"";"";"0"
"2018-05";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"9850560359";"";"";"";"0"
"2018-06";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"11517817514";"";"";"";"0"
"2018-07";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"12127650768";"";"";"";"0"
"2018-08";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"12136445696";"";"";"";"0"
"2018-09";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"11809521870";"";"";"";"0"
"2018-10";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"10844694473";"";"";"";"0"
"2018-11";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"10456475026";"";"";"";"0"
"2018-12";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"9711067555";"";"";"";"0"
"2019-01";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"8589783414";"";"";"";"0"
"2019-02";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"7642943190";"";"";"";"0"
"2019-03";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"7227424710";"";"";"";"0"
"2019-04";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"8124069896";"";"";"";"0"
"2019-05";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"9909812767";"";"";"";"0"
"2019-06";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"11533791332";"";"";"";"0"
"2019-07";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"12381114173";"";"";"";"0"
"2019-08";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"12511182660";"";"";"";"0"
"2019-09";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"12193208904";"";"";"";"0"
"2019-10";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"11286030775";"";"";"";"0"
"2019-11";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"11095792989";"";"";"";"0"
"2019-12";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"10305744454";"";"";"";"0"
"2020-01";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"9152213034";"";"";"";"0"
"2020-02";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"8622777929";"";"";"";"0"
"2020-03";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"8299226695";"";"";"";"0"
"2020-04";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"6200217155";"";"";"";"0"
"2020-05";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"8435443068";"";"";"";"0"
"2020-06";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"10517608415";"";"";"";"0"
"2020-07";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"12258729643";"";"";"";"0"
"2020-08";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"13393169122";"";"";"";"0"
"2020-09";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"13399518929";"";"";"";"0"
"2020-10";"Canada";"2021A000011124";"Résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579154875";"1.2.1.1";"12713248733";"";"";"";"0"
