"PÉRIODE DE RÉFÉRENCE";"GÉO";"DGUID";"Type de structure";"Type de travaux";"Désaisonnalisation";"UNITÉ DE MESURE";"IDENTIFICATEUR D'UNITÉ DE MESURE";"FACTEUR SCALAIRE";"IDENTIFICATEUR SCALAIRE";"VECTEUR";"COORDONNÉES";"VALEUR";"STATUS";"SYMBOLE";"TERMINÉ";"DÉCIMALES"
"2019-01";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1099934777";"";"";"";"0"
"2019-02";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1067729111";"";"";"";"0"
"2019-03";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1029921218";"";"";"";"0"
"2019-04";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1033348730";"";"";"";"0"
"2019-05";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1041467661";"";"";"";"0"
"2019-06";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1131455406";"";"";"";"0"
"2019-07";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1189727869";"";"";"";"0"
"2019-08";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1211466775";"";"";"";"0"
"2019-09";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1205257739";"";"";"";"0"
"2019-10";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1180396908";"";"";"";"0"
"2019-11";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1152673501";"";"";"";"0"
"2019-12";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1142821927";"";"";"";"0"
"2020-01";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1124705356";"";"";"";"0"
"2020-02";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1105827849";"";"";"";"0"
"2020-03";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1049665534";"";"";"";"0"
"2020-04";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"948199051";"";"";"";"0"
"2020-05";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1081617294";"";"";"";"0"
"2020-06";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1152310530";"";"";"";"0"
"2020-07";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1208930408";"";"";"";"0"
"2020-08";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1245655765";"";"";"";"0"
"2020-09";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1213873358";"";"";"";"0"
"2020-10";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1187891915";"";"";"";"0"
"2020-11";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1177309889";"";"";"";"0"
"2020-12";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1162047372";"";"";"";"0"
"2021-01";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1142841125";"";"";"";"0"
"2021-02";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1127470259";"";"";"";"0"
"2021-03";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1127412921";"";"";"";"0"
"2021-04";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1133763021";"";"";"";"0"
"2021-05";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1167872217";"";"";"";"0"
"2021-06";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1243483319";"";"";"";"0"
"2021-07";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1345912537";"";"";"";"0"
"2021-08";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1424849818";"";"";"";"0"
"2021-09";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1458873493";"";"";"";"0"
"2021-10";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1448104649";"";"";"";"0"
"2021-11";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1432721887";"";"";"";"0"
"2021-12";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1396364924";"";"";"";"0"
"2022-01";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1364536135";"";"";"";"0"
"2022-02";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1328338534";"";"";"";"0"
"2022-03";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1314190776";"";"";"";"0"
"2022-04";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1351307870";"";"";"";"0"
"2022-05";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1367617718";"";"";"";"0"
"2022-06";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1462088240";"";"";"";"0"
"2022-07";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1516893106";"";"";"";"0"
"2022-08";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1541751618";"";"";"";"0"
"2022-09";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1560842439";"";"";"";"0"
"2022-10";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1537747893";"";"";"";"0"
"2022-11";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1501243535";"";"";"";"0"
"2022-12";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1460982318";"";"";"";"0"
"2023-01";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1429670755";"";"";"";"0"
"2023-02";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1399582288";"";"";"";"0"
"2023-03";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1379173514";"";"";"";"0"
"2023-04";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1383312912";"";"";"";"0"
"2023-05";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1401838831";"";"";"";"0"
"2023-06";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1430675180";"";"";"";"0"
"2023-07";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1522136786";"";"";"";"0"
"2023-08";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1569895360";"";"";"";"0"
"2023-09";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1645908096";"";"";"";"0"
"2023-10";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1640333656";"";"";"";"0"
"2023-11";"Canada";"2021A000011124";"Institutionnel et gouvernemental, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155395";"1.28.1.1";"1666367248";"";"";"";"0"


